description,hit_id,targ_id,target_len,hit_score,hit_evalue,hit_bias,hsp_len,hsp_score,hsp_evalue_cond,hsp_evalue_ind,hsp_bias,output_table
Solobacterium_moorei_rplB,NZ_AUKY01000019.1_22/1-276,NZ_AUKY01000019.1_22,278,453.9,2.7e-137,9.6,276,453.8,1.2e-140,3e-137,9.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Solobacterium_moorei_rplB.domtblout
Sphingobacterium_alimentarium_rplB,NZ_SMBZ01000025.1_18/1-274,NZ_SMBZ01000025.1_18,276,428.8,1.7e-129,9.5,274,428.7,5.5e-133,1.9e-129,9.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Sphingobacterium_alimentarium_rplB.domtblout
Sphingobacterium_multivorum_rplB,NZ_CP068086.1_3947/1-274,NZ_CP068086.1_3947,276,433.0,1.4e-130,6.7,274,432.9,2.9e-134,1.5e-130,6.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Sphingobacterium_multivorum_rplB.domtblout
Sphingobacterium_nematocida_rplB,NZ_FUZF01000010.1_6/1-274,NZ_FUZF01000010.1_6,276,429.9,1e-129,9.2,274,429.8,2.6e-133,1.1e-129,9.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Sphingobacterium_nematocida_rplB.domtblout
Sphingomonas_adhaesiva_rplB,NZ_NWVC01000008.1_94/1-276,NZ_NWVC01000008.1_94,278,433.1,8.8e-131,10.7,276,432.9,2.8e-134,9.8e-131,10.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Sphingomonas_adhaesiva_rplB.domtblout
Sphingomonas_echinoides_rplB,NZ_JH584235.1_1048/1-282,NZ_JH584235.1_1048,284,415.3,2.5e-125,12.7,282,415.2,7.1e-129,2.8e-125,12.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Sphingomonas_echinoides_rplB.domtblout
Sphingomonas_glacialis_rplB,NZ_BNAQ01000001.1_1027/1-282,NZ_BNAQ01000001.1_1027,285,415.1,3.1e-125,12.3,282,415.0,8.1e-129,3.4e-125,12.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Sphingomonas_glacialis_rplB.domtblout
Sphingomonas_hankookensis_rplB,NZ_JAKREV010000001.1_783/1-282,NZ_JAKREV010000001.1_783,284,424.1,5.1e-128,12.3,282,423.9,1.5e-131,5.7e-128,12.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Sphingomonas_hankookensis_rplB.domtblout
Sphingomonas_koreensis_rplB,NZ_CP018820.1_3575/1-282,NZ_CP018820.1_3575,284,406.7,1.3e-122,12.0,282,406.6,3e-126,1.4e-122,12.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Sphingomonas_koreensis_rplB.domtblout
Sphingomonas_melonis_rplB,NZ_AQUJ01000001.1_2263/1-277,NZ_AQUJ01000001.1_2263,280,430.2,7.1e-130,11.4,277,430.0,2.1e-133,7.9e-130,11.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Sphingomonas_melonis_rplB.domtblout
Sphingomonas_panni_rplB,NZ_JAKREU010000006.1_87/1-282,NZ_JAKREU010000006.1_87,284,426.0,1.3e-128,12.5,282,425.9,3.9e-132,1.5e-128,12.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Sphingomonas_panni_rplB.domtblout
Sphingomonas_paucimobilis_rplB,NZ_CP065670.1_851/1-282,NZ_CP065670.1_851,284,418.7,2.4e-126,11.4,282,418.6,6.7e-130,2.7e-126,11.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Sphingomonas_paucimobilis_rplB.domtblout
Sphingomonas_pseudosanguinis_rplB,NZ_JACIDH010000001.1_663/1-282,NZ_JACIDH010000001.1_663,284,420.1,8e-127,11.3,282,419.9,2.5e-130,9e-127,11.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Sphingomonas_pseudosanguinis_rplB.domtblout
Sphingopyxis_bauzanensis_rplB,NZ_NISK01000001.1_543/1-282,NZ_NISK01000001.1_543,284,416.7,1e-125,10.1,282,416.5,2.8e-129,1.1e-125,10.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Sphingopyxis_bauzanensis_rplB.domtblout
Sporosarcina_koreensis_rplB,NZ_LN651335.1_247/1-275,NZ_LN651335.1_247,277,485.9,5.9e-147,9.4,275,485.7,2.2e-150,6.5e-147,9.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Sporosarcina_koreensis_rplB.domtblout
Staphylococcus_arlettae_rplB,NZ_UGZE01000001.1_693/1-277,NZ_UGZE01000001.1_693,278,475.4,8.1e-144,7.5,277,475.3,3.5e-147,9e-144,7.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Staphylococcus_arlettae_rplB.domtblout
Staphylococcus_aureus_rplB,NC_007795.1_2166/1-277,NC_007795.1_2166,278,482.0,8e-146,9.4,277,481.9,3.4e-149,8.9e-146,9.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Staphylococcus_aureus_rplB.domtblout
Staphylococcus_auricularis_rplB,NZ_CP065712.1_580/1-277,NZ_CP065712.1_580,278,479.7,3.3e-145,6.6,277,479.5,1.7e-148,3.7e-145,6.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Staphylococcus_auricularis_rplB.domtblout
Staphylococcus_capitis_rplB,NZ_JAJGBF010000002.1_472/1-276,NZ_JAJGBF010000002.1_472,278,479.2,4.9e-145,7.6,276,479.1,2.4e-148,5.5e-145,7.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Staphylococcus_capitis_rplB.domtblout
Staphylococcus_caprae_rplB,NZ_AP018587.1_710/1-276,NZ_AP018587.1_710,278,480.2,2.6e-145,8.1,276,480.1,1.2e-148,2.9e-145,8.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Staphylococcus_caprae_rplB.domtblout
Staphylococcus_cohnii_rplB,NZ_UHDA01000001.1_732/1-277,NZ_UHDA01000001.1_732,278,474.8,1.3e-143,7.5,277,474.7,5.4e-147,1.4e-143,7.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Staphylococcus_cohnii_rplB.domtblout
Staphylococcus_condimenti_rplB,NZ_CP018776.1_788/1-276,NZ_CP018776.1_788,278,478.3,1.1e-144,7.8,276,478.1,9.6e-148,1.2e-144,7.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Staphylococcus_condimenti_rplB.domtblout
Staphylococcus_condimenti_rplB,NZ_CP018776.1_418/12-45,NZ_CP018776.1_418,500,15.2,0.0014,0.0,34,14.2,2.2e-06,0.0028,0.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Staphylococcus_condimenti_rplB.domtblout
Staphylococcus_epidermidis_rplB,NZ_CP035288.1_674/1-277,NZ_CP035288.1_674,278,479.9,3.1e-145,8.0,277,479.7,1.5e-148,3.5e-145,8.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Staphylococcus_epidermidis_rplB.domtblout
Staphylococcus_equorum_rplB,NZ_CP066013.1_396/1-278,NZ_CP066013.1_396,279,471.4,1.4e-142,9.1,278,471.2,6e-146,1.6e-142,9.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Staphylococcus_equorum_rplB.domtblout
Staphylococcus_gallinarum_rplB,NZ_CP086207.1_1903/1-277,NZ_CP086207.1_1903,278,478.2,1.2e-144,7.7,277,478.1,4.8e-148,1.3e-144,7.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Staphylococcus_gallinarum_rplB.domtblout
Staphylococcus_haemolyticus_rplB,NZ_CP013911.1_1713/1-277,NZ_CP013911.1_1713,278,481.4,1.2e-145,7.5,277,481.2,5.4e-149,1.3e-145,7.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Staphylococcus_haemolyticus_rplB.domtblout
Staphylococcus_hominis_rplB,NZ_CP033732.1_1445/1-276,NZ_CP033732.1_1445,278,480.3,2.2e-145,8.5,276,480.1,1.1e-148,2.5e-145,8.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Staphylococcus_hominis_rplB.domtblout
Staphylococcus_intermedius_rplB,NZ_UHDP01000003.1_765/1-276,NZ_UHDP01000003.1_765,278,476.2,4.9e-144,6.8,276,476.1,2e-147,5.5e-144,6.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Staphylococcus_intermedius_rplB.domtblout
Staphylococcus_kloosii_rplB,NZ_CP027846.1_955/1-278,NZ_CP027846.1_955,279,478.6,8.7e-145,7.5,278,478.4,3.8e-148,9.7e-145,7.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Staphylococcus_kloosii_rplB.domtblout
Staphylococcus_lentus_rplB,NZ_JAEUBJ010000006.1_149/1-277,NZ_JAEUBJ010000006.1_149,278,473.5,3.3e-143,6.8,277,473.3,1.3e-146,3.7e-143,6.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Staphylococcus_lentus_rplB.domtblout
Staphylococcus_lugdunensis_rplB,NZ_CP014022.1_2060/1-276,NZ_CP014022.1_2060,278,480.7,1.8e-145,7.3,276,480.6,8.5e-149,2e-145,7.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Staphylococcus_lugdunensis_rplB.domtblout
Staphylococcus_nepalensis_rplB,NZ_CP017466.1_823/1-278,NZ_CP017466.1_823,279,474.8,1.4e-143,7.8,278,474.6,5.5e-147,1.6e-143,7.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Staphylococcus_nepalensis_rplB.domtblout
Staphylococcus_pasteuri_rplB,NZ_CP067014.1_642/1-277,NZ_CP067014.1_642,278,479.1,5.8e-145,8.8,277,478.9,2.7e-148,6.4e-145,8.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Staphylococcus_pasteuri_rplB.domtblout
Staphylococcus_pettenkoferi_rplB,NZ_CP022096.2_982/1-278,NZ_CP022096.2_982,280,481.5,1e-145,9.1,278,481.3,4.9e-149,1.1e-145,9.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Staphylococcus_pettenkoferi_rplB.domtblout
Staphylococcus_saccharolyticus_rplB,NZ_CP068029.1_833/1-277,NZ_CP068029.1_833,278,480.3,2.7e-145,8.1,277,480.2,1.1e-148,3e-145,8.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Staphylococcus_saccharolyticus_rplB.domtblout
Staphylococcus_saprophyticus_rplB,NZ_CP031196.1_717/1-277,NZ_CP031196.1_717,278,478.8,7.5e-145,7.7,277,478.7,3.2e-148,8.4e-145,7.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Staphylococcus_saprophyticus_rplB.domtblout
Staphylococcus_schleiferi_rplB,NZ_CABKRV010000002.1_759/1-276,NZ_CABKRV010000002.1_759,278,476.2,4.3e-144,7.6,276,476.0,2.1e-147,4.7e-144,7.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Staphylococcus_schleiferi_rplB.domtblout
Staphylococcus_sciuri_rplB,NZ_CP022046.2_451/1-277,NZ_CP022046.2_451,278,480.1,3.3e-145,7.5,277,479.9,1.3e-148,3.6e-145,7.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Staphylococcus_sciuri_rplB.domtblout
Staphylococcus_simulans_rplB,NZ_QXUU01000007.1_116/1-276,NZ_QXUU01000007.1_116,278,478.8,7.1e-145,8.1,276,478.7,3.2e-148,8e-145,8.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Staphylococcus_simulans_rplB.domtblout
Staphylococcus_succinus_rplB,NZ_CP018199.1_2524/1-277,NZ_CP018199.1_2524,278,478.0,1.3e-144,7.2,277,477.9,5.6e-148,1.4e-144,7.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Staphylococcus_succinus_rplB.domtblout
Staphylococcus_warneri_rplB,NZ_CP032159.1_658/1-277,NZ_CP032159.1_658,278,480.2,2.6e-145,8.9,277,480.1,1.2e-148,2.9e-145,8.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Staphylococcus_warneri_rplB.domtblout
Staphylococcus_xylosus_rplB,NZ_CP008724.1_700/1-277,NZ_CP008724.1_700,278,478.2,1.1e-144,7.2,277,478.0,5.1e-148,1.3e-144,7.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Staphylococcus_xylosus_rplB.domtblout
Stenotrophomonas_maltophilia_rplB,NZ_LS483377.1_771/1-274,NZ_LS483377.1_771,276,459.6,8.1e-139,5.0,274,459.5,2.2e-142,9e-139,5.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Stenotrophomonas_maltophilia_rplB.domtblout
Stenotrophomonas_rhizophila_rplB,NZ_CP007597.1_3142/1-274,NZ_CP007597.1_3142,276,461.3,2.5e-139,6.7,274,461.2,6.8e-143,2.8e-139,6.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Stenotrophomonas_rhizophila_rplB.domtblout
Stoquefichus_massiliensis_rplB,NZ_HG005300.1_40/1-276,NZ_HG005300.1_40,278,460.7,3.3e-139,12.8,276,460.6,1e-142,3.7e-139,12.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Stoquefichus_massiliensis_rplB.domtblout
Streptococcus_agalactiae_rplB,NZ_CP012480.1_60/1-277,NZ_CP012480.1_60,278,470.1,2.7e-142,8.0,277,469.9,1.5e-145,3e-142,8.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_agalactiae_rplB.domtblout
Streptococcus_alactolyticus_rplB,NZ_JAAXMT010000006.1_29/1-276,NZ_JAAXMT010000006.1_29,278,472.4,4.7e-143,6.5,276,472.2,3e-146,5.2e-143,6.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_alactolyticus_rplB.domtblout
Streptococcus_anginosus_rplB,NZ_CP012805.1_1751/1-277,NZ_CP012805.1_1751,278,467.4,1.7e-141,7.3,277,467.2,9.7e-145,1.8e-141,7.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_anginosus_rplB.domtblout
Streptococcus_australis_rplB,NZ_LR134285.1_593/1-277,NZ_LR134285.1_593,278,468.4,8.1e-142,7.3,277,468.3,4.7e-145,9e-142,7.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_australis_rplB.domtblout
Streptococcus_bovis_rplB,NZ_FNJX01000006.1_34/1-276,NZ_FNJX01000006.1_34,278,470.8,1.4e-142,6.3,276,470.7,8.8e-146,1.5e-142,6.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_bovis_rplB.domtblout
Streptococcus_caballi_rplB,NZ_KB904065.1_32/1-277,NZ_KB904065.1_32,278,471.6,9.5e-143,6.8,277,471.5,5e-146,1.1e-142,6.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_caballi_rplB.domtblout
Streptococcus_castoreus_rplB,NZ_AUKZ01000006.1_90/1-277,NZ_AUKZ01000006.1_90,278,472.4,4.6e-143,8.7,277,472.3,2.8e-146,5.1e-143,8.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_castoreus_rplB.domtblout
Streptococcus_constellatus_rplB,NZ_UHFC01000002.1_1651/1-277,NZ_UHFC01000002.1_1651,278,467.8,1.2e-141,7.3,277,467.6,7.4e-145,1.3e-141,7.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_constellatus_rplB.domtblout
Streptococcus_cristatus_rplB,NZ_LS483383.1_79/1-277,NZ_LS483383.1_79,278,466.5,3.1e-141,7.4,277,466.3,1.8e-144,3.4e-141,7.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_cristatus_rplB.domtblout
Streptococcus_didelphis_rplB,NZ_KB904201.1_24/1-276,NZ_KB904201.1_24,278,468.9,5.4e-142,8.2,276,468.8,3.4e-145,6.1e-142,8.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_didelphis_rplB.domtblout
Streptococcus_downei_rplB,NZ_UHFA01000002.1_430/1-277,NZ_UHFA01000002.1_430,278,471.2,1.2e-142,7.3,277,471.1,6.5e-146,1.4e-142,7.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_downei_rplB.domtblout
Streptococcus_dysgalactiae_rplB,NZ_AP023394.1_53/1-277,NZ_AP023394.1_53,278,472.4,5.2e-143,8.2,277,472.3,2.8e-146,5.8e-143,8.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_dysgalactiae_rplB.domtblout
Streptococcus_equinus_rplB,NZ_FNJX01000006.1_34/1-276,NZ_FNJX01000006.1_34,278,470.8,1.4e-142,6.3,276,470.7,8.8e-146,1.5e-142,6.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_equinus_rplB.domtblout
Streptococcus_equi_rplB,NZ_CP065061.1_57/1-277,NZ_CP065061.1_57,278,469.5,3.6e-142,8.9,277,469.4,2.2e-145,4e-142,8.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_equi_rplB.domtblout
Streptococcus_gallolyticus_rplB,NZ_CP054015.1_821/1-276,NZ_CP054015.1_821,278,472.4,5.8e-143,6.5,276,472.2,3e-146,6.5e-143,6.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_gallolyticus_rplB.domtblout
Streptococcus_gordonii_rplB,NZ_LR594049.1_1912/1-277,NZ_LR594049.1_1912,278,466.5,3.3e-141,7.4,277,466.3,1.8e-144,3.7e-141,7.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_gordonii_rplB.domtblout
Streptococcus_henryi_rplB,NZ_FMXP01000012.1_27/1-277,NZ_FMXP01000012.1_27,278,471.9,8.5e-143,7.3,277,471.8,4e-146,9.5e-143,7.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_henryi_rplB.domtblout
Streptococcus_hyovaginalis_rplB,NZ_ATVP01000013.1_25/1-277,NZ_ATVP01000013.1_25,278,471.0,1.4e-142,8.8,277,470.8,7.8e-146,1.6e-142,8.8,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_hyovaginalis_rplB.domtblout
Streptococcus_infantarius_rplB,NZ_CP065994.1_1055/1-276,NZ_CP065994.1_1055,278,471.9,7e-143,6.6,276,471.8,4e-146,7.8e-143,6.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_infantarius_rplB.domtblout
Streptococcus_infantis_rplB,NZ_JAHZPZ010000004.1_96/1-277,NZ_JAHZPZ010000004.1_96,278,467.4,1.5e-141,6.6,277,467.2,9.7e-145,1.7e-141,6.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_infantis_rplB.domtblout
Streptococcus_intermedius_rplB,NZ_LS483436.1_1669/1-277,NZ_LS483436.1_1669,278,466.9,2.3e-141,7.4,277,466.7,1.4e-144,2.6e-141,7.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_intermedius_rplB.domtblout
Streptococcus_lutetiensis_rplB,NZ_LS483403.1_51/1-276,NZ_LS483403.1_51,278,470.7,1.6e-142,6.4,276,470.5,9.9e-146,1.8e-142,6.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_lutetiensis_rplB.domtblout
Streptococcus_merionis_rplB,NZ_LT906439.1_1659/1-277,NZ_LT906439.1_1659,278,470.4,2.2e-142,8.3,277,470.3,1.1e-145,2.5e-142,8.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_merionis_rplB.domtblout
Streptococcus_mitis_rplB,NZ_JYGP01000002.1_1270/1-277,NZ_JYGP01000002.1_1270,278,466.6,2.8e-141,6.4,277,466.4,1.7e-144,3.2e-141,6.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_mitis_rplB.domtblout
Streptococcus_mutans_rplB,NZ_CP044221.1_1340/1-277,NZ_CP044221.1_1340,278,468.1,1e-141,8.0,277,468.0,5.9e-145,1.1e-141,8.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_mutans_rplB.domtblout
Streptococcus_oligofermentans_rplB,NZ_LS483383.1_79/1-277,NZ_LS483383.1_79,278,466.5,3.1e-141,7.4,277,466.3,1.8e-144,3.4e-141,7.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_oligofermentans_rplB.domtblout
Streptococcus_oralis_rplB,NZ_LR134336.1_1627/1-277,NZ_LR134336.1_1627,278,467.4,1.6e-141,6.6,277,467.2,9.7e-145,1.7e-141,6.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_oralis_rplB.domtblout
Streptococcus_ovis_rplB,NZ_KB904566.1_25/1-277,NZ_KB904566.1_25,278,471.6,1.1e-142,7.9,277,471.5,5e-146,1.2e-142,7.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_ovis_rplB.domtblout
Streptococcus_parasanguinis_rplB,NZ_JVGP01000035.1_99/1-277,NZ_JVGP01000035.1_99,278,468.5,8.4e-142,8.3,277,468.3,4.5e-145,9.4e-142,8.3,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_parasanguinis_rplB.domtblout
Streptococcus_parauberis_rplB,NZ_CP025420.1_2067/1-276,NZ_CP025420.1_2067,278,468.0,1.2e-141,9.1,276,467.9,6.3e-145,1.4e-141,9.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_parauberis_rplB.domtblout
Streptococcus_peroris_rplB,NZ_GL732463.1_61/1-277,NZ_GL732463.1_61,278,466.2,3.2e-141,6.9,277,466.0,2.2e-144,3.6e-141,6.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_peroris_rplB.domtblout
Streptococcus_pleomorphus_rplB,NZ_UHFX01000003.1_1139/1-276,NZ_UHFX01000003.1_1139,278,463.4,2.9e-140,9.9,276,463.2,1.6e-143,3.2e-140,9.9,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_pleomorphus_rplB.domtblout
Streptococcus_plurextorum_rplB,NZ_AUIO01000010.1_25/1-277,NZ_AUIO01000010.1_25,278,470.7,1.8e-142,7.4,277,470.5,9.8e-146,2.1e-142,7.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_plurextorum_rplB.domtblout
Streptococcus_pneumoniae_rplB,NZ_CP020549.1_252/1-277,NZ_CP020549.1_252,278,466.6,3.3e-141,6.4,277,466.4,1.7e-144,3.7e-141,6.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_pneumoniae_rplB.domtblout
Streptococcus_porci_rplB,NZ_AUIP01000016.1_60/1-277,NZ_AUIP01000016.1_60,278,471.6,1e-142,8.1,277,471.5,4.9e-146,1.1e-142,8.1,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_porci_rplB.domtblout
Streptococcus_pseudopneumoniae_rplB,NC_015875.1_338/1-277,NC_015875.1_338,278,467.4,1.9e-141,6.6,277,467.2,9.7e-145,2.1e-141,6.6,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_pseudopneumoniae_rplB.domtblout
Streptococcus_pyogenes_rplB,NZ_LS483338.1_48/1-277,NZ_LS483338.1_48,278,472.4,4.2e-143,8.2,277,472.3,2.8e-146,4.6e-143,8.2,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_pyogenes_rplB.domtblout
Streptococcus_salivarius_rplB,NZ_LR793266.1_1843/1-277,NZ_LR793266.1_1843,278,472.0,6.5e-143,7.7,277,471.9,3.8e-146,7.3e-143,7.7,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_salivarius_rplB.domtblout
Streptococcus_sanguinis_rplB,NZ_GL872310.1_138/1-277,NZ_GL872310.1_138,278,466.5,3.6e-141,7.4,277,466.3,1.8e-144,4e-141,7.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_sanguinis_rplB.domtblout
Streptococcus_sobrinus_rplB,NZ_CP029491.1_78/1-277,NZ_CP029491.1_78,278,469.3,4.5e-142,7.5,277,469.2,2.5e-145,5e-142,7.5,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_sobrinus_rplB.domtblout
Streptococcus_suis_rplB,NC_012926.1_71/1-277,NC_012926.1_71,278,468.6,7.5e-142,7.4,277,468.5,4.1e-145,8.4e-142,7.4,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus_suis_rplB.domtblout
Streptococcus-thermophilus-LMD-9-MAF-2_rplB,1_2154/1-277,1_2154,278,473.0,3.8e-143,8.0,277,472.9,1.9e-146,4.2e-143,8.0,/scratch/users/reb26/propionate_project/out/hmmer_search/housekeeping/rplB/hmmer_output/Streptococcus-thermophilus-LMD-9-MAF-2_rplB.domtblout
